customer_id,total_freq,total_points,points,transaction_date,interval,upper,lower,median,upper-cutoff,lower-cutoff,normal_freq,outlier_freq,normal/abnormal,mean_freq,mean_initial_freq,|fisrt_1_round,fisrt_2_round,fisrt_3_round,fisrt_4_round,fisrt_5_round,fisrt_6_round,fisrt_7_round,fisrt_8_round,fisrt_9_round,fisrt_10_round|,|first_1_round_first_10_percent_freq,first_1_round_first_25_percent_freq,first_1_round_first_50_percent_freq,first_1_round_first_75_percent_freq,first_2_round_first_10_percent_freq,first_2_round_first_25_percent_freq,first_2_round_first_50_percent_freq,first_2_round_first_75_percent_freq,first_3_round_first_10_percent_freq,first_3_round_first_25_percent_freq,first_3_round_first_50_percent_freq,first_3_round_first_75_percent_freq,first_4_round_first_10_percent_freq,first_4_round_first_25_percent_freq,first_4_round_first_50_percent_freq,first_4_round_first_75_percent_freq,first_5_round_first_10_percent_freq,first_5_round_first_25_percent_freq,first_5_round_first_50_percent_freq,first_5_round_first_75_percent_freq,first_6_round_first_10_percent_freq,first_6_round_first_25_percent_freq,first_6_round_first_50_percent_freq,first_6_round_first_75_percent_freq,first_7_round_first_10_percent_freq,first_7_round_first_25_percent_freq,first_7_round_first_50_percent_freq,first_7_round_first_75_percent_freq,first_8_round_first_10_percent_freq,first_8_round_first_25_percent_freq,first_8_round_first_50_percent_freq,first_8_round_first_75_percent_freq,first_9_round_first_10_percent_freq,first_9_round_first_25_percent_freq,first_9_round_first_50_percent_freq,first_9_round_first_75_percent_freq,first_10_round_first_10_percent_freq,first_10_round_first_25_percent_freq,first_10_round_first_50_percent_freq,first_10_round_first_75_percent_freq|,current_day,days_to_last_transaction,discrepancy,tag
10273,1,1,1,8/16/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,263,17.15208856,potential_churn
10465,1,1,1,8/16/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,263,17.15208856,potential_churn
131702,1,2,2,4/9/2016,NA,NA,NA,26.86979167,30,4,NA,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,0.794503051,normal
10451,1,3,3,8/16/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,263,17.15208856,potential_churn
10457,1,1,1,8/16/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,263,17.15208856,potential_churn
443,26,59,3;2;2;4;2;3;2;2;2;3;4;1;3;3;2;2;1;1;2;2;1;1;1;2;4;4,5/6/2015;5/7/2015;5/10/2015;5/21/2015;5/30/2015;6/8/2015;6/10/2015;6/13/2015;6/17/2015;6/29/2015;7/18/2015;9/13/2015;9/18/2015;10/28/2015;11/3/2015;11/7/2015;11/11/2015;11/19/2015;12/28/2015;12/30/2015;1/5/2016;2/1/2016;3/21/2016;4/11/2016;4/12/2016;4/17/2016,1;3;11;9;9;2;3;4;12;19;57;5;40;6;4;4;8;39;2;6;27;49;21;1;5,29.59577551,0,13.88,30,4,1;3;11;9;9;2;3;4;12;19;5;6;4;4;8;2;6;27;21;1;5,57;40;39;49,21vs4,7.714285714,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,18,1.333333333,normal
10204,1,4,4,8/15/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,264,17.2211079,potential_churn
440,5,11,3;2;1;3;2,5/6/2015;8/4/2015;9/9/2015;10/16/2015;4/22/2016,90;36;37;189,150.2695752,0,88,30,4,90;36;37,189,3vs1,54.33333333,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,13,-0.760736196,normal
10186,1,2,2,8/15/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,264,17.2211079,potential_churn
445,10,16,7;1;1;1;1;1;1;1;1;1,5/6/2015;6/18/2015;8/15/2015;9/5/2015;10/11/2015;10/19/2015;10/24/2015;11/30/2015;4/27/2016;4/30/2016,43;58;21;36;8;5;37;149;3,82.44997055,0,40,30,4,43;58;21;36;8;5;37;3,149,8vs1,26.375,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,5,-0.81042654,normal
444,135,211,30;2;1;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;4;1;2;2;2;2;3;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;3;2;1;1;1;1;1;1;1;2;1;2;3;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;2;1;3;2;1;1;2;1;1;2;1;1;1;1;1;1;2;2;1;2;1;2;2;1;2;2;1;2;1;1;1;1;1;1;1,5/6/2015;5/10/2015;5/28/2015;5/31/2015;6/3/2015;6/19/2015;6/28/2015;7/3/2015;7/7/2015;7/8/2015;7/11/2015;7/12/2015;7/15/2015;7/17/2015;7/18/2015;7/21/2015;7/23/2015;7/27/2015;8/1/2015;8/4/2015;8/6/2015;8/8/2015;8/10/2015;8/12/2015;8/14/2015;8/17/2015;8/18/2015;8/19/2015;8/24/2015;8/25/2015;8/27/2015;8/31/2015;9/1/2015;9/2/2015;9/7/2015;9/10/2015;9/15/2015;9/16/2015;9/19/2015;9/20/2015;9/22/2015;9/24/2015;9/25/2015;9/28/2015;9/29/2015;9/30/2015;10/1/2015;10/7/2015;10/8/2015;10/11/2015;10/12/2015;10/14/2015;10/17/2015;10/18/2015;10/19/2015;10/20/2015;10/22/2015;10/28/2015;10/29/2015;10/30/2015;11/2/2015;11/5/2015;11/6/2015;11/7/2015;11/11/2015;11/14/2015;11/17/2015;11/18/2015;11/20/2015;11/21/2015;11/22/2015;11/24/2015;11/25/2015;11/27/2015;11/29/2015;12/1/2015;12/4/2015;12/6/2015;12/15/2015;12/17/2015;12/19/2015;12/23/2015;12/24/2015;12/25/2015;12/30/2015;1/4/2016;1/6/2016;1/7/2016;1/10/2016;1/16/2016;1/18/2016;1/19/2016;1/20/2016;1/21/2016;1/23/2016;1/24/2016;1/30/2016;1/31/2016;2/3/2016;2/4/2016;2/5/2016;2/7/2016;2/13/2016;2/14/2016;2/16/2016;2/19/2016;2/21/2016;2/22/2016;2/23/2016;2/26/2016;3/1/2016;3/2/2016;3/9/2016;3/10/2016;3/18/2016;3/21/2016;3/23/2016;3/24/2016;3/28/2016;3/29/2016;3/30/2016;4/1/2016;4/3/2016;4/6/2016;4/7/2016;4/8/2016;4/13/2016;4/17/2016;4/18/2016;4/19/2016;4/20/2016;4/21/2016;4/27/2016;5/1/2016;5/3/2016,4;18;3;3;16;9;5;4;1;3;1;3;2;1;3;2;4;5;3;2;2;2;2;2;3;1;1;5;1;2;4;1;1;5;3;5;1;3;1;2;2;1;3;1;1;1;6;1;3;1;2;3;1;1;1;2;6;1;1;3;3;1;1;4;3;3;1;2;1;1;2;1;2;2;2;3;2;9;2;2;4;1;1;5;5;2;1;3;6;2;1;1;1;2;1;6;1;3;1;1;2;6;1;2;3;2;1;1;3;4;1;7;1;8;3;2;1;4;1;1;2;2;3;1;1;5;4;1;1;1;1;6;4;2,5.191204525,0,2.708955224,30,4,4;3;3;5;4;1;3;1;3;2;1;3;2;4;5;3;2;2;2;2;2;3;1;1;5;1;2;4;1;1;5;3;5;1;3;1;2;2;1;3;1;1;1;1;3;1;2;3;1;1;1;2;1;1;3;3;1;1;4;3;3;1;2;1;1;2;1;2;2;2;3;2;2;2;4;1;1;5;5;2;1;3;2;1;1;1;2;1;1;3;1;1;2;1;2;3;2;1;1;3;4;1;1;3;2;1;4;1;1;2;2;3;1;1;5;4;1;1;1;1;4;2,18;16;9;6;6;9;6;6;6;7;8;6,122vs12,2.131147541,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,2,-0.061538462,normal
9989,1,5,5,8/14/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,265,17.29012725,potential_churn
7030,3,3,1;1;1,7/31/2015;8/4/2015;8/14/2015,4;10,69.99877224,0,26.86979167,30,4,4;10,NA,2vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,265,17.29012725,potential_churn
459,16,47,4;2;2;4;2;3;2;2;2;2;2;7;4;5;3;1,5/7/2015;5/10/2015;5/13/2015;5/16/2015;6/4/2015;6/10/2015;6/20/2015;7/20/2015;7/25/2015;7/26/2015;7/30/2015;8/1/2015;8/3/2015;8/6/2015;8/7/2015;8/14/2015,3;3;3;19;6;10;30;5;1;4;2;2;3;1;7,14.25767589,0,6.6,30,4,3;3;3;6;10;5;1;4;2;2;3;1;7,19;30,13vs2,3.846153846,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,265,67.9,potential_churn
457,11,20,2;1;2;2;2;4;2;2;1;1;1,5/7/2015;6/22/2015;6/23/2015;6/26/2015;6/28/2015;6/29/2015;7/1/2015;7/22/2015;7/23/2015;8/8/2015;8/14/2015,46;1;3;2;1;2;21;1;16;6,23.64372584,0,9.9,30,4,1;3;2;1;2;21;1;16;6,46,9vs1,5.888888889,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,265,44,potential_churn
10057,1,2,2,8/14/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,265,17.29012725,potential_churn
7853,1,3,3,8/13/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,266,17.3591466,potential_churn
9894,1,2,2,8/13/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,266,17.3591466,potential_churn
5967,2,2,1;1,7/25/2015;8/13/2015,19,69.99877224,0,26.86979167,30,4,19,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,266,17.3591466,potential_churn
9823,1,1,1,8/13/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,266,17.3591466,potential_churn
9848,1,2,2,8/13/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,266,17.3591466,potential_churn
9787,1,1,1,8/13/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,266,17.3591466,potential_churn
9727,1,3,3,8/12/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,267,17.42816595,potential_churn
9679,1,1,1,8/12/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,267,17.42816595,potential_churn
3095,13,20,2;2;3;1;2;1;1;2;1;2;1;1;1,7/8/2015;7/22/2015;7/26/2015;8/3/2015;11/13/2015;1/13/2016;2/22/2016;3/1/2016;3/17/2016;3/25/2016;3/30/2016;4/4/2016;4/9/2016,14;4;8;102;61;40;8;16;8;5;5;5,52.02872141,0,23,30,4,14;4;8;40;8;16;8;5;5;5,102;61,10vs2,11.3,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,1.300884956,normal
9507,1,2,2,8/11/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
9344,1,1,1,8/11/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
9512,1,3,3,8/11/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
9368,1,2,2,8/11/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
9384,1,1,1,8/11/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
9497,1,2,2,8/11/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
488,12,31,7;2;1;3;3;4;1;4;2;1;2;1,5/9/2015;5/13/2015;5/15/2015;5/16/2015;6/1/2015;6/3/2015;6/14/2015;6/16/2015;6/24/2015;6/29/2015;7/6/2015;8/11/2015,4;2;1;16;2;11;2;8;5;7;36,18.25359205,0,8.545454545,30,4,4;2;1;16;2;11;2;8;5;7,36,10vs1,5.8,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,45.20689655,potential_churn
23896,4,5,2;1;1;1,10/6/2015;11/28/2015;4/2/2016;4/9/2016,53;126;7,69.99877224,0,26.86979167,30,4,53;126;7,NA,2vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,0.794503051,normal
741,3,7,2;2;3,5/20/2015;6/13/2015;8/11/2015,24;59,69.99877224,0,26.86979167,30,4,24;59,NA,2vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
283,3,7,3;2;2,4/28/2015;7/29/2015;8/11/2015,92;13,69.99877224,0,26.86979167,30,4,92;13,NA,1vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
9469,1,1,1,8/11/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
9318,1,1,1,8/11/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,268,17.4971853,potential_churn
9165,1,1,1,8/10/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,269,17.56620465,potential_churn
9144,1,2,2,8/10/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,269,17.56620465,potential_churn
9217,1,1,1,8/10/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,269,17.56620465,potential_churn
929,3,5,2;2;1,5/28/2015;5/29/2015;8/9/2015,1;72,69.99877224,0,26.86979167,30,4,1;72,NA,1vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,270,17.63522399,potential_churn
1026,22,39,3;1;2;2;1;2;1;2;1;2;3;1;4;1;1;2;1;1;1;3;2;2,6/3/2015;7/6/2015;8/23/2015;9/26/2015;9/28/2015;10/9/2015;11/4/2015;11/5/2015;11/11/2015;11/12/2015;12/2/2015;1/1/2016;1/7/2016;1/25/2016;3/6/2016;3/12/2016;3/19/2016;3/28/2016;4/16/2016;4/19/2016;4/27/2016;5/2/2016,33;48;34;2;11;26;1;6;1;20;30;6;18;41;6;7;9;19;3;8;5,29.77801387,0,15.9047619,30,4,2;11;26;1;6;1;20;6;18;6;7;9;19;3;8;5,33;48;34;30;41,16vs5,9.25,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,3,-0.675675676,normal
